symbol,broker,buy_qty,buy_amount,buy_trades,sell_qty,sell_amount,sell_trades,net_qty,net_amount,total_qty,total_amount,avg_buy_price,avg_sell_price,date,market_qty,market_amount,trade_count,active_brokers,buy_share,sell_share,vwap,buy_vwap_dev,sell_vwap_dev,cross_amount,cross_ratio
GBIME,19,6060.0,3569913.18,5.0,6070.0,8157988.430000001,5.0,-10.0,-4588075.25,12130.0,11727901.610000001,589.0945841584158,1343.9849143327842,2026-05-12,225320,197945569.17,175,58,0.02689508254926327,0.02693946387360199,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,20,5000.0,3167013.4,1.0,6010.0,5672110.56,3.0,-1010.0,-2505097.1599999997,11010.0,8839123.959999999,633.40268,943.7787953410981,2026-05-12,225320,197945569.17,175,58,0.022190662169359134,0.026673175927569678,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,21,5630.0,5580870.82,6.0,5150.0,5501426.21,3.0,480.0,79444.61000000034,10780.0,11082297.030000001,991.2736802841919,1068.2380990291263,2026-05-12,225320,197945569.17,175,58,0.024986685602698386,0.022856382034439907,878.5086506745961,0.1283596120800916,0.0,142789.4,0.0007213568891626432
GBIME,22,5160.0,4450992.71,4.0,20.0,19119.25,2.0,5140.0,4431873.46,5180.0,4470111.96,862.5954864341085,955.9625,2026-05-12,225320,197945569.17,175,58,0.022900763358778626,8.876264867743653e-05,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,23,3500.0,4094420.1399999997,4.0,1100.0,1313311.8,4.0,2400.0,2781108.34,4600.0,5407731.9399999995,1169.8343257142856,1193.9198181818183,2026-05-12,225320,197945569.17,175,58,0.015533463518551394,0.00488194567725901,878.5086506745961,0.33161389454273915,0.0,0.0,0.0
GBIME,24,5250.0,5517477.61,4.0,1550.0,1635493.2000000002,3.0,3700.0,3881984.41,6800.0,7152970.8100000005,1050.9481161904762,1055.1569032258067,2026-05-12,225320,197945569.17,175,58,0.02330019527782709,0.006879105272501331,878.5086506745961,0.19628658793907827,0.0,0.0,0.0
GBIME,25,11000.0,11232919.69,3.0,50.0,28039.26,1.0,10950.0,11204880.43,11050.0,11260958.95,1021.1745172727273,560.7851999999999,2026-05-12,225320,197945569.17,175,58,0.04881945677259009,0.00022190662169359134,878.5086506745961,0.16239551709431632,0.3616622903264757,0.0,0.0
GBIME,26,10.0,8660.68,1.0,5060.0,5062603.33,3.0,-5050.0,-5053942.65,5070.0,5071264.01,866.068,1000.5144920948617,2026-05-12,225320,197945569.17,175,58,4.4381324338718264e-05,0.022456950115391443,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,27,560.0,366053.27,3.0,15000.0,11514527.81,3.0,-14440.0,-11148474.540000001,15560.0,11880581.08,653.6665535714286,767.6351873333334,2026-05-12,225320,197945569.17,175,58,0.002485354162968223,0.0665719865080774,878.5086506745961,0.0,0.126206455970723,0.0,0.0
GBIME,28,7050.0,7175329.93,4.0,50.0,61526.58,1.0,7000.0,7113803.35,7100.0,7236856.51,1017.777295035461,1230.5316,2026-05-12,225320,197945569.17,175,58,0.03128883365879638,0.00022190662169359134,878.5086506745961,0.15852848375929152,0.0,0.0,0.0
GBIME,29,5110.0,2959159.49,4.0,500.0,188247.91,1.0,4610.0,2770911.58,5610.0,3147407.4000000004,579.0918767123288,376.49582,2026-05-12,225320,197945569.17,175,58,0.022678856737085036,0.0022190662169359133,878.5086506745961,0.0,0.5714375496349484,0.0,0.0
GBIME,30,5160.0,7184550.590000001,4.0,1600.0,735724.95,3.0,3560.0,6448825.640000001,6760.0,7920275.540000001,1392.354765503876,459.82809375,2026-05-12,225320,197945569.17,175,58,0.022900763358778626,0.007101011894194923,878.5086506745961,0.5849072908214437,0.47658102922845025,0.0,0.0
GBIME,31,2010.0,2017586.21,3.0,500.0,271661.48,1.0,1510.0,1745924.73,2510.0,2289247.69,1003.7742338308458,543.32296,2026-05-12,225320,197945569.17,175,58,0.008920646192082372,0.0022190662169359133,878.5086506745961,0.14258890115659062,0.3815394309631568,0.0,0.0
GBIME,32,6100.0,8428074.31,3.0,12620.0,8725785.7,8.0,-6520.0,-297711.38999999873,18720.0,17153860.009999998,1381.6515262295084,691.4251743264658,2026-05-12,225320,197945569.17,175,58,0.027072607846618142,0.056009231315462454,878.5086506745961,0.5727238714935305,0.21295575883569406,1301479.73,0.006574937420712159
GBIME,33,11000.0,8376324.64,3.0,0.0,0.0,0.0,11000.0,8376324.64,11000.0,8376324.64,761.4840581818181,0.0,2026-05-12,225320,197945569.17,175,58,0.04881945677259009,0.0,878.5086506745961,0.0,1.0,0.0,0.0
GBIME,34,710.0,643037.87,5.0,8120.0,7214182.52,7.0,-7410.0,-6571144.649999999,8830.0,7857220.39,905.6871408450704,888.4461231527093,2026-05-12,225320,197945569.17,175,58,0.003151074028048997,0.036037635363039236,878.5086506745961,0.03093707745462071,0.0,0.0,0.0
GBIME,35,2560.0,2449427.1100000003,5.0,5120.0,2350131.8,4.0,-2560.0,99295.31000000052,7680.0,4799558.91,956.8074648437502,459.0101171875,2026-05-12,225320,197945569.17,175,58,0.011361619030711876,0.02272323806142375,878.5086506745961,0.08912697001791536,0.47751212599325943,0.0,0.0
GBIME,36,50.0,34268.56,1.0,5000.0,4524282.54,1.0,-4950.0,-4490013.98,5050.0,4558551.1,685.3711999999999,904.856508,2026-05-12,225320,197945569.17,175,58,0.00022190662169359134,0.022190662169359134,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,37,1100.0,1349101.9200000002,2.0,110.0,108223.37,3.0,990.0,1240878.5500000003,1210.0,1457325.29,1226.456290909091,983.8488181818182,2026-05-12,225320,197945569.17,175,58,0.00488194567725901,0.00048819456772590097,878.5086506745961,0.3960662652181173,0.0,0.0,0.0
GBIME,38,240.0,225867.43,6.0,1150.0,1242054.6300000001,3.0,-910.0,-1016187.2000000002,1390.0,1467922.06,941.1142916666666,1080.0475043478261,2026-05-12,225320,197945569.17,175,58,0.0010651517841292384,0.0051038522989526,878.5086506745961,0.071263545263893,0.0,0.0,0.0
GBIME,39,10150.0,3873290.13,4.0,5510.0,6471250.51,3.0,4640.0,-2597960.38,15660.0,10344540.64,381.6049389162562,1174.4556279491833,2026-05-12,225320,197945569.17,175,58,0.04504704420379904,0.024454109710633765,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,40,11010.0,15667046.53,4.0,0.0,0.0,0.0,11010.0,15667046.53,11010.0,15667046.53,1422.983336058129,0.0,2026-05-12,225320,197945569.17,175,58,0.04886383809692881,0.0,878.5086506745961,0.6197715696543653,1.0,0.0,0.0
GBIME,41,10100.0,8780165.700000001,3.0,1050.0,762692.32,2.0,9050.0,8017473.380000001,11150.0,9542858.020000001,869.3233366336635,726.373638095238,2026-05-12,225320,197945569.17,175,58,0.04482513758210545,0.004660039055565418,878.5086506745961,0.0,0.17317417701298154,0.0,0.0
GBIME,42,5100.0,4555103.69,2.0,6500.0,8412665.63,3.0,-1400.0,-3857561.9400000004,11600.0,12967769.32,893.1575862745099,1294.256250769231,2026-05-12,225320,197945569.17,175,58,0.022634475412746317,0.028847860820166875,878.5086506745961,0.016674776723786477,0.0,0.0,0.0
GBIME,43,2000.0,938593.78,3.0,6000.0,4367907.59,2.0,-4000.0,-3429313.8099999996,8000.0,5306501.37,469.29689,727.9845983333333,2026-05-12,225320,197945569.17,175,58,0.008876264867743653,0.02662879460323096,878.5086506745961,0.0,0.17134043270453536,0.0,0.0
GBIME,44,6600.0,7899243.44,4.0,5500.0,2656830.1999999997,2.0,1100.0,5242413.24,12100.0,10556073.64,1196.8550666666667,483.0600363636363,2026-05-12,225320,197945569.17,175,58,0.029291674063554058,0.024409728386295047,878.5086506745961,0.3623714072110915,0.45013627812008405,0.0,0.0
GBIME,45,5050.0,2223667.3699999996,2.0,60.0,74645.07999999999,2.0,4990.0,2149022.2899999996,5110.0,2298312.4499999997,440.33017227722763,1244.0846666666664,2026-05-12,225320,197945569.17,175,58,0.022412568791052724,0.0002662879460323096,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,46,1020.0,722598.22,3.0,6020.0,3230995.21,4.0,-5000.0,-2508396.99,7040.0,3953593.4299999997,708.4296274509803,536.7101677740864,2026-05-12,225320,197945569.17,175,58,0.004526895082549263,0.026717557251908396,878.5086506745961,0.0,0.389066724201346,0.0,0.0
GBIME,47,10.0,11366.64,1.0,110.0,67859.47,2.0,-100.0,-56492.83,120.0,79226.11,1136.664,616.9042727272728,2026-05-12,225320,197945569.17,175,58,4.4381324338718264e-05,0.00048819456772590097,878.5086506745961,0.29385635431952717,0.2977823584849626,0.0,0.0
GBIME,48,60.0,18566.09,2.0,1600.0,813016.0,4.0,-1540.0,-794449.91,1660.0,831582.09,309.43483333333336,508.135,2026-05-12,225320,197945569.17,175,58,0.0002662879460323096,0.007101011894194923,878.5086506745961,0.0,0.42159362960192903,0.0,0.0
GBIME,49,10.0,10458.57,1.0,1160.0,667745.96,4.0,-1150.0,-657287.39,1170.0,678204.5299999999,1045.857,575.6430689655172,2026-05-12,225320,197945569.17,175,58,4.4381324338718264e-05,0.005148233623291319,878.5086506745961,0.19049140745159332,0.34474968627401925,0.0,0.0
GBIME,50,2050.0,1686284.41,3.0,5220.0,6628515.54,5.0,-3170.0,-4942231.13,7270.0,8314799.95,822.5777609756097,1269.8305632183908,2026-05-12,225320,197945569.17,175,58,0.009098171489437245,0.023167051304810934,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,51,1020.0,893972.22,3.0,0.0,0.0,0.0,1020.0,893972.22,1020.0,893972.22,876.4433529411765,0.0,2026-05-12,225320,197945569.17,175,58,0.004526895082549263,0.0,878.5086506745961,0.0,1.0,0.0,0.0
GBIME,52,20.0,11141.43,2.0,7060.0,7647704.140000001,5.0,-7040.0,-7636562.710000001,7080.0,7658845.57,557.0715,1083.2442124645893,2026-05-12,225320,197945569.17,175,58,8.876264867743653e-05,0.0313332149831351,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,53,0.0,0.0,0.0,1060.0,441524.29,3.0,-1060.0,-441524.29,1060.0,441524.29,0.0,416.5323490566038,2026-05-12,225320,197945569.17,175,58,0.0,0.004704420379904137,878.5086506745961,0.0,0.5258642601450154,0.0,0.0
GBIME,54,5510.0,4270059.28,3.0,5250.0,3964428.1799999997,4.0,260.0,305631.10000000056,10760.0,8234487.46,774.965386569873,755.1291771428571,2026-05-12,225320,197945569.17,175,58,0.024454109710633765,0.02330019527782709,878.5086506745961,0.0,0.14044195630515122,3800631.42,0.019200386429139692
GBIME,55,1720.0,1942882.8300000003,6.0,1510.0,1321222.05,3.0,210.0,621660.7800000003,3230.0,3264104.8800000004,1129.5830406976745,874.9814900662252,2026-05-12,225320,197945569.17,175,58,0.007633587786259542,0.006701579975146458,878.5086506745961,0.2857961499073247,0.004014941236677005,0.0,0.0
GBIME,56,1100.0,1178375.25,3.0,5060.0,1546253.69,3.0,-3960.0,-367878.43999999994,6160.0,2724628.94,1071.2502272727272,305.583733201581,2026-05-12,225320,197945569.17,175,58,0.00488194567725901,0.022456950115391443,878.5086506745961,0.219396333149511,0.6521562616749113,0.0,0.0
GBIME,57,650.0,809232.76,4.0,12010.0,12959540.700000001,5.0,-11360.0,-12150307.940000001,12660.0,13768773.46,1244.973476923077,1079.0625062447962,2026-05-12,225320,197945569.17,175,58,0.0028847860820166876,0.05330197053080064,878.5086506745961,0.41714424322068666,0.0,0.0,0.0
GBIME,58,1050.0,919807.74,2.0,6160.0,2983754.5300000003,5.0,-5110.0,-2063946.7900000003,7210.0,3903562.2700000005,876.0073714285714,484.37573538961044,2026-05-12,225320,197945569.17,175,58,0.004660039055565418,0.027338895792650454,878.5086506745961,0.0,0.448638627499383,863043.5,0.0043600041345648885
GBIME,59,0.0,0.0,0.0,100.0,104485.47,1.0,-100.0,-104485.47,100.0,104485.47,0.0,1044.8547,2026-05-12,225320,197945569.17,175,58,0.0,0.0004438132433871827,878.5086506745961,0.0,0.0,0.0,0.0
GBIME,60,150.0,154995.61,2.0,7660.0,8998595.540000001,7.0,-7510.0,-8843599.930000002,7810.0,9153591.15,1033.3040666666666,1174.7513759791125,2026-05-12,225320,197945569.17,175,58,0.000665719865080774,0.03399609444345819,878.5086506745961,0.17620249484533246,0.0,0.0,0.0
HDL,1,1500.0,520396.52,2.0,0.0,0.0,0.0,1500.0,520396.52,1500.0,520396.52,346.93101333333334,0.0,2026-05-12,158940,153803033.49,115,52,0.009437523593808984,0.0,967.6798382408457,0.0,1.0,0.0,0.0
HDL,2,6650.0,6922019.82,5.0,10.0,7049.88,1.0,6640.0,6914969.94,6660.0,6929069.7,1040.9052360902256,704.988,2026-05-12,158940,153803033.49,115,52,0.04183968793255317,6.291682395872656e-05,967.6798382408457,0.07567110004327149,0.27146565202639295,0.0,0.0
HDL,3,7150.0,2204636.9699999997,5.0,5100.0,4917284.09,2.0,2050.0,-2712647.12,12250.0,7121921.06,308.3408349650349,964.1733509803921,2026-05-12,158940,153803033.49,115,52,0.04498552913048949,0.03208758021895055,967.6798382408457,0.0,0.003623602685396521,0.0,0.0
HDL,4,510.0,317339.34,2.0,60.0,73394.77,2.0,450.0,243944.57,570.0,390734.11000000004,622.234,1223.2461666666668,2026-05-12,158940,153803033.49,115,52,0.0032087580218950547,0.00037750094375235937,967.6798382408457,0.0,0.0,11590.02,7.535625102448686e-05
HDL,5,600.0,422062.6,2.0,1510.0,1403706.3699999999,3.0,-910.0,-981643.7699999999,2110.0,1825768.9699999997,703.4376666666666,929.6068675496688,2026-05-12,158940,153803033.49,115,52,0.003775009437523594,0.009500440417767712,967.6798382408457,0.0,0.03934459434474746,0.0,0.0
HDL,6,0.0,0.0,0.0,1000.0,1285786.62,1.0,-1000.0,-1285786.62,1000.0,1285786.62,0.0,1285.78662,2026-05-12,158940,153803033.49,115,52,0.0,0.0062916823958726565,967.6798382408457,0.0,0.0,0.0,0.0
HDL,7,1050.0,1490321.12,2.0,1010.0,525490.48,2.0,40.0,964830.6400000001,2060.0,2015811.6,1419.3534476190478,520.287603960396,2026-05-12,158940,153803033.49,115,52,0.00660626651566629,0.006354599219831383,967.6798382408457,0.4667593469750324,0.4623349754747068,0.0,0.0
HDL,8,500.0,668715.52,1.0,1000.0,898424.0,1.0,-500.0,-229708.47999999998,1500.0,1567139.52,1337.43104,898.424,2026-05-12,158940,153803033.49,115,52,0.0031458411979363283,0.0062916823958726565,967.6798382408457,0.3821007601350137,0.07156895855838696,0.0,0.0
HDL,9,5100.0,7244816.67,2.0,5100.0,6525526.93,2.0,0.0,719289.7400000002,10200.0,13770343.6,1420.552288235294,1279.5150843137255,2026-05-12,158940,153803033.49,115,52,0.03208758021895055,0.03208758021895055,967.6798382408457,0.46799822844064787,0.0,0.0,0.0
HDL,10,6100.0,7077519.49,3.0,0.0,0.0,0.0,6100.0,7077519.49,6100.0,7077519.49,1160.2490967213116,0.0,2026-05-12,158940,153803033.49,115,52,0.038379262614823204,0.0,967.6798382408457,0.19900100309058777,1.0,0.0,0.0
HDL,11,1060.0,972302.9299999999,3.0,0.0,0.0,0.0,1060.0,972302.9299999999,1060.0,972302.9299999999,917.2669150943395,0.0,2026-05-12,158940,153803033.49,115,52,0.006669183339625016,0.0,967.6798382408457,0.0,1.0,0.0,0.0
HDL,13,1000.0,1175504.18,2.0,110.0,61046.880000000005,2.0,890.0,1114457.2999999998,1110.0,1236551.06,1175.50418,554.9716363636364,2026-05-12,158940,153803033.49,115,52,0.0062916823958726565,0.0006920850635459922,967.6798382408457,0.21476560071455042,0.426492508749046,0.0,0.0
HDL,14,2610.0,2163344.42,6.0,6020.0,7298362.41,4.0,-3410.0,-5135017.99,8630.0,9461706.83,828.8675938697318,1212.3525598006645,2026-05-12,158940,153803033.49,115,52,0.01642129105322763,0.03787592802315339,967.6798382408457,0.0,0.0,10918.22,7.098832677256579e-05
HDL,15,0.0,0.0,0.0,2000.0,1399248.99,3.0,-2000.0,-1399248.99,2000.0,1399248.99,0.0,699.624495,2026-05-12,158940,153803033.49,115,52,0.0,0.012583364791745313,967.6798382408457,0.0,0.2770082961820781,0.0,0.0
HDL,16,100.0,87935.48,1.0,2150.0,744991.73,4.0,-2050.0,-657056.25,2250.0,832927.21,879.3548,346.50778139534884,2026-05-12,158940,153803033.49,115,52,0.0006291682395872657,0.01352711715112621,967.6798382408457,0.0,0.6419189821860207,0.0,0.0
HDL,17,10000.0,12696292.0,2.0,200.0,72502.53,2.0,9800.0,12623789.47,10200.0,12768794.53,1269.6292,362.51265,2026-05-12,158940,153803033.49,115,52,0.06291682395872657,0.0012583364791745313,967.6798382408457,0.3120343628405764,0.6253795566733982,0.0,0.0
HDL,18,0.0,0.0,0.0,2000.0,939251.85,2.0,-2000.0,-939251.85,2000.0,939251.85,0.0,469.625925,2026-05-12,158940,153803033.49,115,52,0.0,0.012583364791745313,967.6798382408457,0.0,0.5146887364588091,0.0,0.0
HDL,19,0.0,0.0,0.0,150.0,187783.3,2.0,-150.0,-187783.3,150.0,187783.3,0.0,1251.8886666666665,2026-05-12,158940,153803033.49,115,52,0.0,0.0009437523593808985,967.6798382408457,0.0,0.0,0.0,0.0
HDL,20,1000.0,450676.68,1.0,500.0,528032.06,1.0,500.0,-77355.38000000006,1500.0,978708.74,450.67668,1056.06412,2026-05-12,158940,153803033.49,115,52,0.0062916823958726565,0.0031458411979363283,967.6798382408457,0.0,0.0,0.0,0.0
HDL,21,1000.0,1400351.19,1.0,6500.0,8501977.41,3.0,-5500.0,-7101626.220000001,7500.0,9902328.6,1400.3511899999999,1307.9965246153847,2026-05-12,158940,153803033.49,115,52,0.0062916823958726565,0.04089593557317227,967.6798382408457,0.4471224207230684,0.0,0.0,0.0
HDL,22,6150.0,4692577.44,4.0,50.0,65050.83,1.0,6100.0,4627526.61,6200.0,4757628.2700000005,763.0207219512196,1301.0166,2026-05-12,158940,153803033.49,115,52,0.03869384673461684,0.0003145841197936328,967.6798382408457,0.0,0.0,0.0,0.0
HDL,23,0.0,0.0,0.0,1000.0,878771.95,1.0,-1000.0,-878771.95,1000.0,878771.95,0.0,878.77195,2026-05-12,158940,153803033.49,115,52,0.0,0.0062916823958726565,967.6798382408457,0.0,0.0918773800252698,0.0,0.0
HDL,24,5050.0,1962099.0,2.0,5600.0,7441472.85,3.0,-550.0,-5479373.85,10650.0,9403571.85,388.53445544554455,1328.8344375,2026-05-12,158940,153803033.49,115,52,0.03177299609915692,0.03523342141688687,967.6798382408457,0.0,0.0,0.0,0.0
HDL,25,5500.0,6704608.989999999,2.0,200.0,189182.17,3.0,5300.0,6515426.819999999,5700.0,6893791.159999999,1219.0198163636362,945.9108500000001,2026-05-12,158940,153803033.49,115,52,0.03460425317729961,0.0012583364791745313,967.6798382408457,0.25973464382569333,0.022496064690589845,0.0,0.0
HDL,26,11000.0,12165884.52,3.0,1000.0,1327954.31,1.0,10000.0,10837930.209999999,12000.0,13493838.83,1105.9895018181817,1327.95431,2026-05-12,158940,153803033.49,115,52,0.06920850635459921,0.0062916823958726565,967.6798382408457,0.14292915705340148,0.0,0.0,0.0
HDL,27,5010.0,5768439.43,2.0,6050.0,8129026.35,3.0,-1040.0,-2360586.92,11060.0,13897465.78,1151.385115768463,1343.6407190082643,2026-05-12,158940,153803033.49,115,52,0.03152132880332201,0.03806467849502957,967.6798382408457,0.18984096833264275,0.0,0.0,0.0
HDL,28,5500.0,2101047.56,2.0,60.0,34512.8,2.0,5440.0,2066534.76,5560.0,2135560.36,382.0086472727273,575.2133333333334,2026-05-12,158940,153803033.49,115,52,0.03460425317729961,0.00037750094375235937,967.6798382408457,0.0,0.4055747463138024,0.0,0.0
HDL,29,100.0,75185.22,1.0,5100.0,2578529.7100000004,2.0,-5000.0,-2503344.49,5200.0,2653714.9300000006,751.8522,505.5940607843138,2026-05-12,158940,153803033.49,115,52,0.0006291682395872657,0.03208758021895055,967.6798382408457,0.0,0.4775192777567444,0.0,0.0
HDL,30,600.0,757575.87,2.0,5000.0,5761389.55,1.0,-4400.0,-5003813.68,5600.0,6518965.42,1262.62645,1152.27791,2026-05-12,158940,153803033.49,115,52,0.003775009437523594,0.031458411979363284,967.6798382408457,0.3047977234860453,0.0,0.0,0.0
HDL,31,1000.0,305903.67,1.0,1500.0,1438512.63,3.0,-500.0,-1132608.96,2500.0,1744416.2999999998,305.90367,959.0084199999999,2026-05-12,158940,153803033.49,115,52,0.0062916823958726565,0.009437523593808984,967.6798382408457,0.0,0.008961040519981922,0.0,0.0
HDL,32,1500.0,509501.82000000007,2.0,100.0,48071.23,1.0,1400.0,461430.5900000001,1600.0,557573.05,339.66788,480.7123,2026-05-12,158940,153803033.49,115,52,0.009437523593808984,0.0006291682395872657,967.6798382408457,0.0,0.5032320804845005,0.0,0.0
HDL,33,6500.0,5991346.47,3.0,1150.0,572699.94,3.0,5350.0,5418646.529999999,7650.0,6564046.41,921.7456107692308,497.9999478260869,2026-05-12,158940,153803033.49,115,52,0.04089593557317227,0.007235434755253555,967.6798382408457,0.0,0.48536703138157167,468354.91,0.003045160419611955
HDL,34,5010.0,2456835.85,2.0,5000.0,3911000.97,1.0,10.0,-1454165.12,10010.0,6367836.82,490.3863972055888,782.200194,2026-05-12,158940,153803033.49,115,52,0.03152132880332201,0.031458411979363284,967.6798382408457,0.0,0.19167459826178757,0.0,0.0
HDL,35,50.0,30254.14,1.0,1500.0,1105460.56,3.0,-1450.0,-1075206.4200000002,1550.0,1135714.7,605.0828,736.9737066666667,2026-05-12,158940,153803033.49,115,52,0.0003145841197936328,0.009437523593808984,967.6798382408457,0.0,0.23841163415534405,0.0,0.0
HDL,36,100.0,25204.25,1.0,10000.0,8131941.95,2.0,-9900.0,-8106737.7,10100.0,8157146.2,252.0425,813.194195,2026-05-12,158940,153803033.49,115,52,0.0006291682395872657,0.06291682395872657,967.6798382408457,0.0,0.15964540867327215,0.0,0.0
HDL,37,1000.0,914740.34,1.0,7500.0,8360362.2299999995,4.0,-6500.0,-7445621.89,8500.0,9275102.57,914.74034,1114.714964,2026-05-12,158940,153803033.49,115,52,0.0062916823958726565,0.04718761796904492,967.6798382408457,0.0,0.0,0.0,0.0
